"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Measure","Applications","Bearing Type","Metric","Domain","Chemical Name","Code","Use","Value","CV (%)"
"123","SURVEY",2022,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"124","SURVEY",2021,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","129",NA
"125","SURVEY",2021,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","143",NA
"126","SURVEY",2021,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","64",NA
"127","SURVEY",2021,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","125",NA
"128","SURVEY",2021,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"129","SURVEY",2021,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"130","SURVEY",2021,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","160",NA
"131","SURVEY",2021,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"132","SURVEY",2021,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"133","SURVEY",2021,"MARKETING YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"134","SURVEY",2021,"MARKETING YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","143",NA
"135","SURVEY",2021,"MARKETING YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","64",NA
"136","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","52,500",NA
"137","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","52,500",NA
"138","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","3,583,960,000",NA
"139","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","27,930,000",NA
"140","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","1,396,500",NA
"141","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","532",NA
"142","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","26.6",NA
"143","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED-10 YEAR AVG","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","111",NA
"144","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","3,253,959,000",NA
"145","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","22,697,900",NA
"146","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","75,300",NA
"147","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED-10 YEAR AVG","PROCESSING",NA,"MEASURED IN $ / TON","TOTAL",NA,NA,"NOT SPECIFIED","44.1",NA
"148","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","330,001,000",NA
"149","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","5,156,800",NA
"150","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","27,854,700",NA
"151","SURVEY",2021,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN TONS","TOTAL",NA,NA,"NOT SPECIFIED","1,392,735",NA
"152","SURVEY",2021,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","40,200",NA
"153","SURVEY",2021,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","40,200",NA
"154","SURVEY",2021,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","3,132,279,000",NA
"155","SURVEY",2021,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","25,100,000",NA
"156","SURVEY",2021,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","625",NA
"157","SURVEY",2021,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"158","SURVEY",2021,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"159","SURVEY",2021,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","75,300",NA
"160","SURVEY",2021,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"161","SURVEY",2021,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"162","SURVEY",2021,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","25,024,700",NA
"163","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","12,300",NA
"164","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","12,300",NA
"165","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","451,681,000",NA
"166","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","2,830,000",NA
"167","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","230",NA
"168","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"169","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"170","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"171","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"172","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"173","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","2,830,000",NA
"174","SURVEY",2021,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"175","SURVEY",2021,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"176","SURVEY",2021,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"177","SURVEY",2021,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"178","SURVEY",2021,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"179","SURVEY",2021,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","3,253,959,000",NA
"180","SURVEY",2021,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","22,697,900",NA
"181","SURVEY",2021,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"182","SURVEY",2021,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","330,001,000",NA
"183","SURVEY",2021,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","5,156,800",NA
"184","SURVEY",2021,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"185","SURVEY",2020,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","97.1",NA
"186","SURVEY",2020,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","111",NA
"187","SURVEY",2020,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","38.1",NA
"188","SURVEY",2020,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","93.1",NA
"189","SURVEY",2020,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"190","SURVEY",2020,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"191","SURVEY",2020,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","139",NA
"192","SURVEY",2020,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"193","SURVEY",2020,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"194","SURVEY",2020,"MARKETING YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"195","SURVEY",2020,"MARKETING YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","111",NA
"196","SURVEY",2020,"MARKETING YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","38.1",NA
"197","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","49,300",NA
"198","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","49,700",NA
"199","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","2,591,759,000",NA
"200","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","26,740,000",NA
"201","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","1,337,000",NA
"202","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","542",NA
"203","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","27.12",NA
"204","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","2,404,152,000",NA
"205","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","21,756,400",NA
"206","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","55,800",NA
"207","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","187,607,000",NA
"208","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","4,927,800",NA
"209","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","26,684,200",NA
"210","SURVEY",2020,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN TONS","TOTAL",NA,NA,"NOT SPECIFIED","1,334,210",NA
"211","SURVEY",2020,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","37,600",NA
"212","SURVEY",2020,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","38,000",NA
"213","SURVEY",2020,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","2,267,175,000",NA
"214","SURVEY",2020,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","24,400,000",NA
"215","SURVEY",2020,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","650",NA
"216","SURVEY",2020,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"217","SURVEY",2020,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"218","SURVEY",2020,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","48,800",NA
"219","SURVEY",2020,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"220","SURVEY",2020,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"221","SURVEY",2020,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","24,351,200",NA
"222","SURVEY",2020,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","11,700",NA
"223","SURVEY",2020,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","11,700",NA
"224","SURVEY",2020,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","324,584,000",NA
"225","SURVEY",2020,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","2,340,000",NA
"226","SURVEY",2020,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","200",NA
"227","SURVEY",2020,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"228","SURVEY",2020,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"229","SURVEY",2020,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","7,000",NA
"230","SURVEY",2020,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"231","SURVEY",2020,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"232","SURVEY",2020,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","2,333,000",NA
"233","SURVEY",2020,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"234","SURVEY",2020,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"235","SURVEY",2020,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"236","SURVEY",2020,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"237","SURVEY",2020,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"238","SURVEY",2020,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","2,404,152,000",NA
"239","SURVEY",2020,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","21,756,400",NA
"240","SURVEY",2020,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"241","SURVEY",2020,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","187,607,000",NA
"242","SURVEY",2020,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","4,927,800",NA
"243","SURVEY",2020,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"244","SURVEY",2019,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","115",NA
"245","SURVEY",2019,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","130",NA
"246","SURVEY",2019,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","52.8",NA
"247","SURVEY",2019,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","110",NA
"248","SURVEY",2019,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
